0.000500  0.0 0.114375 1.0 0.130285 2.0 0.144635 3.0 0.157608 4.0 0.169366 5.0 0.180053 6.0 0.189794 7.0 0.198702 8.0 0.206875 9.0 0.214397 10.0 0.221342 11.0 0.227773 12.0 0.233745 13.0 0.239302 14.0 0.244485 15.0 0.249324 16.0 0.253845 17.0 0.258073 18.0 0.262021 19.0 0.265706 20.0 0.269139 21.0 0.272329 22.0 0.275287 23.0 0.278016 24.0 0.280529 25.0 0.282832 26.0 0.284936 27.0 0.286854 28.0 0.288602 29.0 0.290198 30.0 0.291664
0.000537  0.0 0.114891 1.0 0.130872 2.0 0.145286 3.0 0.158316 4.0 0.170125 5.0 0.180858 6.0 0.190642 7.0 0.199589 8.0 0.207797 9.0 0.215352 10.0 0.222327 11.0 0.228785 12.0 0.234782 13.0 0.240364 14.0 0.245568 15.0 0.250428 16.0 0.254970 17.0 0.259214 18.0 0.263180 19.0 0.266880 20.0 0.270328 21.0 0.273532 22.0 0.276500 23.0 0.279242 24.0 0.281765 25.0 0.284078 26.0 0.286191 27.0 0.288117 28.0 0.289872 29.0 0.291474 30.0 0.292945
0.000576  0.0 0.115413 1.0 0.131465 2.0 0.145942 3.0 0.159030 4.0 0.170891 5.0 0.181671 6.0 0.191498 7.0 0.200484 8.0 0.208728 9.0 0.216315 10.0 0.223319 11.0 0.229807 12.0 0.235830 13.0 0.241435 14.0 0.246662 15.0 0.251543 16.0 0.256103 17.0 0.260365 18.0 0.264348 19.0 0.268065 20.0 0.271527 21.0 0.274744 22.0 0.277724 23.0 0.280479 24.0 0.283011 25.0 0.285333 26.0 0.287456 27.0 0.289390 28.0 0.291152 29.0 0.292760 30.0 0.294237
0.000619  0.0 0.115940 1.0 0.132063 2.0 0.146605 3.0 0.159750 4.0 0.171664 5.0 0.182491 6.0 0.192360 7.0 0.201386 8.0 0.209666 9.0 0.217286 10.0 0.224322 11.0 0.230837 12.0 0.236886 13.0 0.242515 14.0 0.247765 15.0 0.252667 16.0 0.257246 17.0 0.261528 18.0 0.265526 19.0 0.269259 20.0 0.272736 21.0 0.275966 22.0 0.278961 23.0 0.281725 24.0 0.284270 25.0 0.286601 26.0 0.288731 27.0 0.290673 28.0 0.292443 29.0 0.294058 30.0 0.295543
0.000665  0.0 0.116471 1.0 0.132667 2.0 0.147274 3.0 0.160477 4.0 0.172443 5.0 0.183319 6.0 0.193232 7.0 0.202297 8.0 0.210613 9.0 0.218267 10.0 0.225333 11.0 0.231876 12.0 0.237951 13.0 0.243606 14.0 0.248877 15.0 0.253800 16.0 0.258401 17.0 0.262700 18.0 0.266717 19.0 0.270465 20.0 0.273956 21.0 0.277201 22.0 0.280208 23.0 0.282983 24.0 0.285538 25.0 0.287881 26.0 0.290020 27.0 0.291971 28.0 0.293747 29.0 0.295369 30.0 0.296858
0.000714  0.0 0.117007 1.0 0.133276 2.0 0.147948 3.0 0.161211 4.0 0.173230 5.0 0.184154 6.0 0.194111 7.0 0.203216 8.0 0.211569 9.0 0.219256 10.0 0.226353 11.0 0.232925 12.0 0.239027 13.0 0.244706 14.0 0.250001 15.0 0.254945 16.0 0.259566 17.0 0.263882 18.0 0.267917 19.0 0.271682 20.0 0.275188 21.0 0.278446 22.0 0.281464 23.0 0.284254 24.0 0.286818 25.0 0.289170 26.0 0.291319 27.0 0.293278 28.0 0.295062 29.0 0.296690 30.0 0.298185
0.000766  0.0 0.117548 1.0 0.133891 2.0 0.148628 3.0 0.161951 4.0 0.174025 5.0 0.184996 6.0 0.194998 7.0 0.204143 8.0 0.212533 9.0 0.220254 10.0 0.227382 11.0 0.233984 12.0 0.240113 13.0 0.245815 14.0 0.251135 15.0 0.256100 16.0 0.260740 17.0 0.265077 18.0 0.269127 19.0 0.272908 20.0 0.276430 21.0 0.279701 22.0 0.282734 23.0 0.285534 24.0 0.288111 25.0 0.290472 26.0 0.292629 27.0 0.294596 28.0 0.296387 29.0 0.298023 30.0 0.299526
0.000823  0.0 0.118095 1.0 0.134511 2.0 0.149316 3.0 0.162698 4.0 0.174826 5.0 0.185847 6.0 0.195893 7.0 0.205079 8.0 0.213506 9.0 0.221262 10.0 0.228422 11.0 0.235051 12.0 0.241207 13.0 0.246937 14.0 0.252277 15.0 0.257265 16.0 0.261925 17.0 0.266282 18.0 0.270350 19.0 0.274146 20.0 0.277683 21.0 0.280970 22.0 0.284015 23.0 0.286826 24.0 0.289415 25.0 0.291786 26.0 0.293953 27.0 0.295928 28.0 0.297727 29.0 0.299369 30.0 0.300877
0.000883  0.0 0.118645 1.0 0.135137 2.0 0.150010 3.0 0.163452 4.0 0.175634 5.0 0.186706 6.0 0.196797 7.0 0.206024 8.0 0.214488 9.0 0.222279 10.0 0.229471 11.0 0.236130 12.0 0.242313 13.0 0.248067 14.0 0.253432 15.0 0.258441 16.0 0.263123 17.0 0.267496 18.0 0.271584 19.0 0.275397 20.0 0.278949 21.0 0.282250 22.0 0.285307 23.0 0.288132 24.0 0.290729 25.0 0.293112 26.0 0.295288 27.0 0.297272 28.0 0.299078 29.0 0.300727 30.0 0.302240
0.000948  0.0 0.119202 1.0 0.135769 2.0 0.150709 3.0 0.164214 4.0 0.176451 5.0 0.187571 6.0 0.197708 7.0 0.206977 8.0 0.215480 9.0 0.223304 10.0 0.230528 11.0 0.237218 12.0 0.243429 13.0 0.249208 14.0 0.254597 15.0 0.259629 16.0 0.264330 17.0 0.268723 18.0 0.272828 19.0 0.276658 20.0 0.280225 21.0 0.283540 22.0 0.286611 23.0 0.289448 24.0 0.292057 25.0 0.294448 26.0 0.296635 27.0 0.298627 28.0 0.300441 29.0 0.302096 30.0 0.303617
